Country,Color,Flag,Year,Warheads
Izrael,4,https://www.countryflags.io/il/flat/64.png,2007,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2007,60.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2007,6286.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2007,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2007,5709.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2007,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2008,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2008,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2008,60.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2008,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2008,70.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2008,5929.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2008,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2008,5273.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2008,3.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2009,240.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2009,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2009,70.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2009,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2009,80.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2009,5527.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2009,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2009,5113.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2009,4.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2010,240.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2010,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2010,80.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2010,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2010,90.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2010,5215.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2010,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2010,4950.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2010,5.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2011,240.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2011,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2011,90.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2011,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2011,100.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2011,4858.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2011,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2011,4763.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2011,6.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2012,240.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2012,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2012,100.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2012,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2012,110.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2012,4500.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2012,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2012,4680.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2012,9.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2013,250.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2013,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2013,110.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2013,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2013,120.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2013,4480.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2013,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2013,4650.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2013,12.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2014,250.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2014,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2014,110.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2014,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2014,120.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2014,4300.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2014,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2014,4760.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2014,14.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2015,252.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2015,290.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2015,150.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2015,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2015,158.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2015,4300.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2015,215.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2015,4760.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2015,18.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2016,260.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2016,290.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2016,150.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2016,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2016,187.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2016,4300.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2016,215.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2016,4240.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2016,22.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2017,266.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2017,290.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2017,126.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2017,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2017,180.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2017,4370.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2017,215.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2017,4007.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2017,24.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2018,280.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2018,290.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2018,140.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2018,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2018,158.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2018,4300.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2018,215.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2018,4007.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2018,26.0
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2019,290.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2019,300.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2019,150.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2019,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2019,150.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2019,4250.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2019,215.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2019,3975.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2019,30.0
